property_id,city,area_sqft,bhk,bathrooms,price_lakh,furnishing
IN02488,Bangalore,1051,4,2,15,Semi
IN02489,Chennai,1292,2,1,23.74,Unfurnished
IN02490,Hyderabad,300,2,2,15,Unfurnished
IN02491,Bangalore,1309,3,2,15,Semi
IN02492,Delhi,320,1,1,15,Furnished
IN02493,Kolkata,1260,2,2,18.46,Furnished
IN02494,Mumbai,1178,2,1,15.68,Furnished
IN02495,Delhi,779,1,1,15,Semi
IN02496,Bangalore,1431,4,1,15,Semi
IN02497,Delhi,1299,4,1,20.82,Semi
IN02498,Bangalore,1864,1,3,33.36,Unfurnished
IN02499,Bangalore,536,2,1,15,Unfurnished
IN02500,Mumbai,486,4,2,15,Furnished
IN02501,Chennai,1061,4,2,15,Unfurnished
IN02502,Delhi,867,1,1,15,Furnished
IN02503,Chennai,1357,2,2,15,Unfurnished
IN02504,Mumbai,1505,3,3,16.27,Unfurnished
IN02505,Bangalore,1480,1,3,18.98,Furnished
IN02506,Hyderabad,1134,3,3,15,Furnished
IN02507,Delhi,685,1,2,15,Unfurnished
IN02508,Kolkata,322,2,2,15,Unfurnished
IN02509,Chennai,468,3,2,15,Unfurnished
IN02510,Kolkata,1136,3,1,20.29,Unfurnished
IN02511,Chennai,1938,3,3,24.14,Semi
IN02512,Hyderabad,680,2,3,15,Furnished
IN02513,Mumbai,1796,3,2,17.16,Semi
IN02514,Hyderabad,1382,1,2,16.15,Furnished
IN02515,Delhi,913,3,1,15,Furnished
IN02516,Mumbai,1888,2,1,33.2,Unfurnished
IN02517,Mumbai,934,2,3,15,Semi
IN02518,Hyderabad,759,3,3,15,Unfurnished
IN02519,Chennai,1130,2,1,15,Semi
IN02520,Chennai,300,4,3,15,Semi
IN02521,Delhi,837,1,3,15,Furnished
IN02522,Chennai,1537,4,2,15,Furnished
IN02523,Delhi,1532,2,1,17.88,Semi
IN02524,Chennai,851,3,3,15,Furnished
IN02525,Delhi,1336,4,2,22.32,Unfurnished
IN02526,Chennai,1333,4,2,15,Furnished
IN02527,Kolkata,819,2,2,15,Semi
IN02528,Mumbai,1933,1,2,21.61,Semi
IN02529,Chennai,960,3,2,15,Furnished
IN02530,Hyderabad,775,2,3,15,Unfurnished
IN02531,Kolkata,914,4,2,15,Unfurnished
IN02532,Bangalore,1304,4,3,19.73,Semi
IN02533,Delhi,691,4,3,15,Unfurnished
IN02534,Kolkata,992,4,2,15,Semi
IN02535,Chennai,1059,3,1,15,Semi
IN02536,Mumbai,1112,4,2,20.53,Furnished
IN02537,Mumbai,537,3,3,15,Furnished
IN02538,Kolkata,945,1,3,15,Furnished
IN02539,Chennai,1502,2,2,15.59,Semi
IN02540,Kolkata,991,2,3,15,Semi
IN02541,Chennai,1424,4,3,15,Furnished
IN02542,Delhi,1062,4,3,15,Furnished
IN02543,Bangalore,522,2,1,15,Furnished
IN02544,Hyderabad,1384,2,2,15,Furnished
IN02545,Kolkata,553,2,2,15,Semi
IN02546,Bangalore,1606,1,2,20.85,Unfurnished
IN02547,Delhi,723,2,3,15,Unfurnished
IN02548,Delhi,902,3,2,15,Furnished
IN02549,Kolkata,1286,3,3,16.44,Furnished
IN02550,Delhi,897,2,2,15.17,Unfurnished
IN02551,Hyderabad,309,4,1,15,Unfurnished
IN02552,Bangalore,961,2,3,15,Semi
IN02553,Mumbai,1520,3,2,21.99,Semi
IN02554,Hyderabad,886,3,1,15,Unfurnished
IN02555,Bangalore,1043,1,1,15,Furnished
IN02556,Bangalore,1281,4,2,19.82,Semi
IN02557,Hyderabad,1006,3,3,15,Unfurnished
IN02558,Hyderabad,1875,4,2,21.2,Unfurnished
IN02559,Chennai,881,4,3,15,Furnished
IN02560,Chennai,961,1,2,15,Semi
IN02561,Chennai,954,3,2,15,Semi
IN02562,Chennai,819,1,2,15,Unfurnished
IN02563,Bangalore,1109,3,2,15,Furnished
IN02564,Mumbai,1708,4,2,25.56,Semi
IN02565,Hyderabad,1899,3,2,15,Unfurnished
IN02566,Bangalore,1127,3,2,15.11,Unfurnished
IN02567,Bangalore,458,2,2,15,Unfurnished
IN02568,Hyderabad,624,2,2,15,Semi
IN02569,Hyderabad,1409,1,1,18.74,Furnished
IN02570,Mumbai,1234,1,2,15.73,Furnished
IN02571,Hyderabad,1062,1,2,15,Furnished
IN02572,Chennai,1045,2,2,15,Semi
IN02573,Chennai,996,2,2,15,Semi
IN02574,Mumbai,1780,2,1,25.73,Furnished
IN02575,Delhi,300,1,2,15,Semi
IN02576,Mumbai,1112,3,3,15,Unfurnished
IN02577,Hyderabad,1177,4,2,15,Semi
IN02578,Delhi,1079,2,2,15,Unfurnished
IN02579,Chennai,932,3,3,15,Unfurnished
IN02580,Chennai,300,2,3,15,Furnished
IN02581,Mumbai,1384,2,2,16.56,Unfurnished
IN02582,Chennai,300,2,2,15,Furnished
IN02583,Bangalore,1761,3,1,18.41,Furnished
IN02584,Delhi,792,1,2,15,Unfurnished
IN02585,Hyderabad,444,3,2,15,Semi
IN02586,Mumbai,1102,2,2,17.93,Unfurnished
IN02587,Bangalore,1450,1,1,15,Unfurnished
IN02588,Hyderabad,1349,1,1,15.76,Semi
IN02589,Mumbai,1744,4,2,27.76,Unfurnished
IN02590,Bangalore,1943,2,2,31.17,Unfurnished
IN02591,Chennai,862,4,3,15,Unfurnished
IN02592,Delhi,1415,4,2,15,Unfurnished
IN02593,Bangalore,983,3,3,15,Unfurnished
IN02594,Chennai,1338,4,1,15,Unfurnished
IN02595,Hyderabad,420,4,2,15,Unfurnished
IN02596,Chennai,691,3,2,15,Semi
IN02597,Kolkata,819,1,3,15,Furnished
IN02598,Mumbai,1121,3,3,19.82,Semi
IN02599,Mumbai,747,3,2,15,Furnished
IN02600,Bangalore,868,3,2,15,Semi
IN02601,Bangalore,986,2,2,15,Unfurnished
IN02602,Mumbai,747,1,2,15,Furnished
IN02603,Kolkata,605,2,3,15,Furnished
IN02604,Bangalore,1059,4,2,15,Unfurnished
IN02605,Mumbai,1023,1,2,15,Unfurnished
IN02606,Hyderabad,783,4,2,15,Unfurnished
IN02607,Delhi,705,2,2,15,Unfurnished
IN02608,Chennai,1325,1,2,15,Unfurnished
IN02609,Delhi,1400,4,2,27.88,Unfurnished
IN02610,Delhi,888,2,1,15,Furnished
IN02611,Kolkata,854,1,1,15,Furnished
IN02612,Mumbai,1373,3,2,17.86,Unfurnished
IN02613,Chennai,1009,3,3,15,Semi
IN02614,Hyderabad,1622,2,2,18.22,Semi
IN02615,Bangalore,1557,3,3,15,Unfurnished
IN02616,Delhi,476,3,1,15,Furnished
IN02617,Chennai,887,4,2,15,Semi
IN02618,Delhi,1100,1,2,16.99,Semi
IN02619,Bangalore,922,4,2,15,Semi
IN02620,Kolkata,300,2,2,15,Furnished
IN02621,Bangalore,1470,4,2,23.92,Furnished
IN02622,Hyderabad,1225,2,3,15,Semi
IN02623,Kolkata,300,3,2,15,Semi
IN02624,Delhi,982,2,2,15,Semi
IN02625,Hyderabad,2042,3,2,15,Semi
IN02626,Kolkata,1543,2,3,15,Semi
IN02627,Chennai,1646,3,1,23.34,Unfurnished
IN02628,Hyderabad,846,2,2,15.61,Furnished
IN02629,Hyderabad,300,2,3,15,Semi
IN02630,Hyderabad,1120,3,2,18.58,Unfurnished
IN02631,Kolkata,1367,2,2,22.12,Semi
IN02632,Kolkata,2322,2,3,22.93,Unfurnished
IN02633,Mumbai,845,2,2,15,Semi
IN02634,Kolkata,688,4,2,15,Furnished
IN02635,Delhi,1076,3,3,15.05,Semi
IN02636,Hyderabad,673,4,1,15,Furnished
IN02637,Delhi,300,2,3,15,Unfurnished
IN02638,Chennai,1105,1,2,17.89,Unfurnished
IN02639,Hyderabad,807,2,3,15,Furnished
IN02640,Chennai,1608,4,2,19.79,Furnished
IN02641,Kolkata,300,2,2,15,Unfurnished
IN02642,Kolkata,1199,2,2,15.7,Unfurnished
IN02643,Chennai,1441,2,3,21.77,Semi
IN02644,Hyderabad,1208,2,2,15,Unfurnished
IN02645,Mumbai,560,3,2,15,Unfurnished
IN02646,Hyderabad,712,2,2,15,Furnished
IN02647,Delhi,932,2,2,15,Semi
IN02648,Bangalore,561,3,3,15,Unfurnished
IN02649,Mumbai,300,2,1,15,Semi
IN02650,Bangalore,947,2,3,15,Furnished
IN02651,Delhi,2141,2,2,25.43,Furnished
IN02652,Mumbai,529,3,2,15,Semi
IN02653,Bangalore,1146,3,3,15.81,Semi
IN02654,Hyderabad,1367,2,2,20.93,Unfurnished
IN02655,Delhi,1201,2,3,16.59,Semi
IN02656,Kolkata,1384,4,3,15.52,Furnished
IN02657,Bangalore,1865,2,3,22.28,Unfurnished
IN02658,Kolkata,1584,2,1,20.09,Furnished
IN02659,Hyderabad,1458,2,3,15,Unfurnished
IN02660,Hyderabad,1265,3,3,15,Unfurnished
IN02661,Bangalore,300,2,2,15,Unfurnished
IN02662,Delhi,1558,2,2,20.57,Furnished
IN02663,Bangalore,1325,3,3,19.43,Furnished
IN02664,Kolkata,1389,4,2,20.23,Semi
IN02665,Mumbai,1444,4,3,25.27,Semi
IN02666,Kolkata,715,2,1,15,Unfurnished
IN02667,Mumbai,520,3,3,15,Unfurnished
IN02668,Kolkata,1358,2,2,16.31,Furnished
IN02669,Bangalore,1464,3,2,15,Unfurnished
IN02670,Bangalore,930,4,3,15,Furnished
IN02671,Bangalore,544,4,2,15,Semi
IN02672,Hyderabad,1287,4,1,15,Furnished
IN02673,Mumbai,1268,3,2,15.98,Semi
IN02674,Bangalore,1157,3,3,20.23,Furnished
IN02675,Bangalore,300,2,2,15,Unfurnished
IN02676,Delhi,1072,3,2,15,Unfurnished
IN02677,Bangalore,1637,2,2,15,Furnished
IN02678,Bangalore,1847,3,2,15,Furnished
IN02679,Kolkata,1608,3,3,21.36,Unfurnished
IN02680,Kolkata,2060,2,3,25.88,Unfurnished
IN02681,Mumbai,1700,2,3,20.81,Unfurnished
IN02682,Delhi,736,3,1,15,Furnished
IN02683,Hyderabad,980,2,3,15.63,Semi
IN02684,Delhi,1273,2,1,19.43,Unfurnished
IN02685,Hyderabad,300,1,3,15,Unfurnished
IN02686,Delhi,1288,2,2,15,Semi
IN02687,Kolkata,300,3,2,15,Semi
IN02688,Kolkata,2139,2,3,24.46,Semi
IN02689,Hyderabad,1027,2,2,15,Semi
IN02690,Delhi,1550,1,1,15,Unfurnished
IN02691,Bangalore,458,3,3,15,Semi
IN02692,Chennai,1095,1,2,15,Unfurnished
IN02693,Bangalore,710,1,3,15,Unfurnished
IN02694,Delhi,952,2,2,18.21,Semi
IN02695,Delhi,1857,3,2,37.43,Furnished
IN02696,Bangalore,653,3,1,15,Semi
IN02697,Kolkata,771,2,1,15,Unfurnished
IN02698,Kolkata,1752,4,1,15.65,Unfurnished
IN02699,Chennai,1320,2,3,21.93,Semi
IN02700,Bangalore,710,1,2,15,Semi
IN02701,Delhi,1287,2,3,23.03,Unfurnished
IN02702,Kolkata,1052,4,2,15,Furnished
IN02703,Delhi,930,2,2,15,Semi
IN02704,Hyderabad,1376,2,2,15,Semi
IN02705,Chennai,1307,2,2,23.97,Semi
IN02706,Delhi,883,3,3,15,Furnished
IN02707,Bangalore,1355,1,1,15,Unfurnished
IN02708,Chennai,1028,4,1,15,Unfurnished
IN02709,Chennai,1174,3,2,17.18,Unfurnished
IN02710,Kolkata,1706,1,3,15,Unfurnished
IN02711,Kolkata,826,1,2,15,Furnished
IN02712,Bangalore,926,2,2,15,Semi
IN02713,Delhi,606,2,2,15,Unfurnished
IN02714,Delhi,1025,2,2,15.3,Furnished
IN02715,Delhi,1376,3,3,15,Semi
IN02716,Kolkata,1382,3,2,16.95,Unfurnished
IN02717,Chennai,523,3,3,15,Semi
IN02718,Chennai,1363,2,2,15,Unfurnished
IN02719,Delhi,716,1,2,15,Semi
IN02720,Delhi,1007,2,3,15,Semi
IN02721,Kolkata,939,1,2,15.57,Unfurnished
IN02722,Hyderabad,1718,2,2,15,Unfurnished
IN02723,Chennai,1163,2,2,18.34,Furnished
IN02724,Mumbai,1551,3,1,15,Unfurnished
IN02725,Chennai,1693,3,1,32.81,Furnished
IN02726,Kolkata,478,1,2,15,Semi
IN02727,Kolkata,821,4,2,15,Unfurnished
IN02728,Kolkata,1592,3,3,15,Furnished
IN02729,Kolkata,1270,1,3,20.98,Semi
IN02730,Hyderabad,1119,2,2,18.91,Unfurnished
IN02731,Mumbai,1412,2,2,15,Furnished
IN02732,Kolkata,955,4,2,15,Semi
IN02733,Bangalore,806,3,3,15,Semi
IN02734,Kolkata,691,2,3,15,Furnished
IN02735,Bangalore,882,4,2,15.36,Furnished
IN02736,Bangalore,982,2,2,15,Furnished
IN02737,Delhi,1732,4,2,23.81,Furnished
IN02738,Chennai,949,1,3,15,Unfurnished
IN02739,Hyderabad,1656,4,3,18.79,Unfurnished
IN02740,Delhi,2003,3,2,32.01,Furnished
IN02741,Delhi,300,3,2,15,Semi
IN02742,Delhi,1362,1,2,24.67,Unfurnished
IN02743,Kolkata,1095,4,2,15,Furnished
IN02744,Kolkata,1561,2,3,30.18,Unfurnished
IN02745,Hyderabad,1430,2,3,15,Furnished
IN02746,Hyderabad,1426,2,2,15,Semi
IN02747,Hyderabad,889,2,1,15,Unfurnished
IN02748,Mumbai,1930,2,3,41.0,Unfurnished
IN02749,Delhi,401,4,3,15,Furnished
IN02750,Bangalore,1510,3,1,15,Semi
IN02751,Hyderabad,336,3,2,15,Semi
IN02752,Delhi,669,2,3,15,Semi
IN02753,Kolkata,1113,2,1,15,Unfurnished
IN02754,Chennai,1520,2,3,20.16,Semi
IN02755,Chennai,1008,3,1,15,Unfurnished
IN02756,Mumbai,1360,3,2,17.33,Semi
IN02757,Mumbai,1129,3,1,15,Semi
IN02758,Chennai,1212,2,3,15,Furnished
IN02759,Kolkata,993,3,2,15,Unfurnished
IN02760,Bangalore,823,4,2,15,Semi
IN02761,Hyderabad,898,3,3,15,Semi
IN02762,Hyderabad,331,3,2,15,Semi
IN02763,Hyderabad,1400,3,2,16.05,Semi
IN02764,Bangalore,300,2,3,15,Furnished
IN02765,Bangalore,1515,2,2,19.16,Unfurnished
IN02766,Mumbai,465,2,2,15,Furnished
IN02767,Chennai,1954,2,3,22.05,Semi
IN02768,Bangalore,300,4,2,15,Furnished
IN02769,Delhi,1236,2,2,15,Unfurnished
IN02770,Delhi,1294,2,2,15,Semi
IN02771,Mumbai,482,3,1,15,Furnished
IN02772,Kolkata,1580,4,3,22.52,Unfurnished
IN02773,Kolkata,1592,3,1,15,Semi
IN02774,Kolkata,1466,2,1,16.03,Semi
IN02775,Chennai,1198,4,3,18.34,Unfurnished
IN02776,Kolkata,1229,1,2,15,Furnished
IN02777,Kolkata,951,4,2,19.56,Unfurnished
IN02778,Bangalore,1497,1,3,24.47,Furnished
IN02779,Kolkata,303,3,1,15,Furnished
IN02780,Bangalore,772,2,3,15,Furnished
IN02781,Mumbai,1496,2,3,18.23,Semi
IN02782,Chennai,1121,3,3,15,Furnished
IN02783,Chennai,729,3,3,15,Unfurnished
IN02784,Bangalore,1427,4,1,15,Semi
IN02785,Kolkata,1543,3,2,23.08,Semi
IN02786,Hyderabad,611,1,2,15,Furnished
IN02787,Hyderabad,1054,2,2,15,Semi
IN02788,Kolkata,1372,3,2,15,Furnished
IN02789,Hyderabad,772,2,2,15,Semi
IN02790,Kolkata,944,2,2,15,Semi
IN02791,Hyderabad,1544,4,3,18.18,Furnished
IN02792,Chennai,1616,1,2,16.5,Semi
IN02793,Kolkata,1623,3,3,25.73,Semi
IN02794,Delhi,1176,1,2,16.32,Unfurnished
IN02795,Kolkata,1300,2,3,15.5,Semi
IN02796,Chennai,574,3,1,15,Unfurnished
IN02797,Chennai,1334,4,2,16.42,Unfurnished
IN02798,Delhi,1368,2,2,15,Unfurnished
IN02799,Bangalore,649,4,2,15,Semi
IN02800,Mumbai,1255,3,2,15,Semi
IN02801,Kolkata,1449,1,3,28.25,Semi
IN02802,Mumbai,653,2,2,15,Semi
IN02803,Hyderabad,554,3,2,15,Furnished
IN02804,Bangalore,892,2,3,15,Semi
IN02805,Hyderabad,1146,3,2,19.13,Furnished
IN02806,Delhi,1303,2,2,23.07,Unfurnished
IN02807,Chennai,943,3,3,15,Furnished
IN02808,Chennai,1318,2,3,26.23,Furnished
IN02809,Delhi,391,2,1,15,Semi
IN02810,Delhi,1084,4,3,17.33,Unfurnished
IN02811,Hyderabad,971,1,1,17.51,Semi
IN02812,Kolkata,1729,3,3,24.6,Semi
IN02813,Mumbai,1156,2,2,17.67,Furnished
IN02814,Delhi,1275,1,3,15,Furnished
IN02815,Chennai,1519,3,2,17.0,Semi
IN02816,Chennai,1462,4,2,17.13,Furnished
IN02817,Chennai,926,2,2,15,Furnished
IN02818,Chennai,789,2,2,15,Furnished
IN02819,Bangalore,633,1,3,15,Furnished
IN02820,Hyderabad,2113,3,3,34.48,Furnished
IN02821,Bangalore,1589,2,2,15,Semi
IN02822,Bangalore,1228,4,2,15,Unfurnished
IN02823,Bangalore,817,2,2,15,Unfurnished
IN02824,Hyderabad,1594,4,2,18.0,Semi
IN02825,Mumbai,1291,3,2,20.96,Furnished
IN02826,Bangalore,757,4,1,15,Furnished
IN02827,Bangalore,1043,3,2,15,Unfurnished
IN02828,Hyderabad,1312,3,1,24.4,Semi
IN02829,Bangalore,1208,2,2,15,Furnished
IN02830,Bangalore,988,1,3,15,Unfurnished
IN02831,Chennai,930,4,1,15,Unfurnished
IN02832,Kolkata,1096,2,1,15,Unfurnished
IN02833,Kolkata,1213,3,1,15,Semi
IN02834,Hyderabad,1906,2,3,17.37,Unfurnished
IN02835,Bangalore,630,2,2,15,Semi
IN02836,Bangalore,1991,3,1,36.93,Semi
IN02837,Bangalore,1689,3,2,18.2,Furnished
IN02838,Bangalore,1417,2,1,20.27,Semi
IN02839,Chennai,1203,2,2,15,Semi
IN02840,Bangalore,1080,2,2,15,Furnished
IN02841,Bangalore,1012,4,3,15,Semi
IN02842,Hyderabad,1265,3,1,15,Furnished
IN02843,Bangalore,1513,1,3,15,Unfurnished
IN02844,Hyderabad,1580,2,1,15,Furnished
IN02845,Mumbai,704,4,1,15,Furnished
IN02846,Delhi,1251,1,1,21.74,Unfurnished
IN02847,Hyderabad,1008,2,2,15,Semi
IN02848,Kolkata,1085,3,3,15,Furnished
IN02849,Mumbai,868,3,1,15,Unfurnished
IN02850,Hyderabad,1257,1,2,15,Semi
IN02851,Mumbai,703,1,1,15,Semi
IN02852,Mumbai,397,3,2,15,Unfurnished
IN02853,Mumbai,949,3,3,16.39,Furnished
IN02854,Delhi,1251,2,3,15.57,Semi
IN02855,Mumbai,971,4,2,15,Unfurnished
IN02856,Hyderabad,1612,1,2,21.79,Unfurnished
IN02857,Kolkata,1209,1,3,15,Furnished
IN02858,Bangalore,390,2,3,15,Semi
IN02859,Hyderabad,1516,4,2,19.5,Furnished
IN02860,Mumbai,1690,1,1,23.65,Furnished
IN02861,Hyderabad,963,1,2,18.63,Semi
IN02862,Bangalore,1696,3,2,15,Unfurnished
IN02863,Delhi,965,2,2,18.29,Furnished
IN02864,Kolkata,1170,4,1,15,Unfurnished
IN02865,Chennai,1272,2,3,15,Unfurnished
IN02866,Chennai,1631,4,3,15,Unfurnished
IN02867,Hyderabad,1105,4,3,15,Unfurnished
IN02868,Mumbai,1896,3,2,25.66,Unfurnished
IN02869,Mumbai,943,1,3,15,Unfurnished
IN02870,Kolkata,1673,1,2,15,Semi
IN02871,Mumbai,846,2,2,15,Furnished
IN02872,Bangalore,923,2,3,15,Furnished
IN02873,Kolkata,489,4,2,15,Semi
IN02874,Delhi,2012,3,2,24.66,Unfurnished
IN02875,Hyderabad,516,3,3,15,Unfurnished
IN02876,Hyderabad,976,3,2,15,Unfurnished
IN02877,Mumbai,1526,3,2,19.97,Semi
IN02878,Delhi,1039,2,1,15,Semi
IN02879,Mumbai,789,1,3,15,Unfurnished
IN02880,Hyderabad,1650,2,3,18.4,Semi
IN02881,Delhi,596,4,2,15,Semi
IN02882,Hyderabad,1477,2,1,16.05,Furnished
IN02883,Mumbai,467,2,2,15,Unfurnished
IN02884,Delhi,590,4,2,15,Unfurnished
IN02885,Kolkata,558,2,2,15,Unfurnished
IN02886,Delhi,2434,2,3,19.73,Unfurnished
IN02887,Chennai,607,3,3,15,Semi
IN02888,Chennai,1642,3,1,17.79,Unfurnished
IN02889,Chennai,833,3,2,15,Semi
IN02890,Mumbai,1238,4,1,15.54,Semi
IN02891,Bangalore,1754,3,3,32.39,Unfurnished
IN02892,Mumbai,642,2,2,15,Furnished
IN02893,Delhi,300,2,1,15,Unfurnished
IN02894,Hyderabad,1472,3,2,34.12,Semi
IN02895,Delhi,952,4,2,15,Furnished
IN02896,Bangalore,793,2,2,15,Furnished
IN02897,Chennai,1053,1,2,15,Unfurnished
IN02898,Hyderabad,1036,4,1,15,Furnished
IN02899,Hyderabad,1024,3,2,16.03,Furnished
IN02900,Delhi,1565,1,2,23.23,Unfurnished
IN02901,Kolkata,1480,3,2,24.03,Unfurnished
IN02902,Kolkata,1181,2,2,15.74,Furnished
IN02903,Delhi,757,2,3,15,Furnished
IN02904,Chennai,1121,3,3,15,Semi
IN02905,Mumbai,1496,4,2,23.19,Furnished
IN02906,Hyderabad,1358,3,3,15.8,Unfurnished
IN02907,Chennai,617,2,2,15,Furnished
IN02908,Bangalore,970,3,3,15,Furnished
IN02909,Hyderabad,2116,1,2,31.59,Semi
IN02910,Bangalore,1533,4,1,23.16,Furnished
IN02911,Hyderabad,879,2,1,15.25,Furnished
IN02912,Chennai,955,3,1,16.69,Unfurnished
IN02913,Chennai,1081,2,2,15,Semi
IN02914,Hyderabad,1461,2,2,25.83,Unfurnished
IN02915,Delhi,981,1,1,15,Furnished
IN02916,Hyderabad,675,3,1,15,Semi
IN02917,Hyderabad,2049,4,3,38.51,Furnished
IN02918,Hyderabad,1484,4,3,18.53,Semi
IN02919,Hyderabad,1850,2,1,22.25,Semi
IN02920,Delhi,947,1,2,15,Unfurnished
IN02921,Mumbai,853,1,2,15,Unfurnished
IN02922,Chennai,1031,3,2,15,Furnished
IN02923,Kolkata,968,3,2,15,Semi
IN02924,Bangalore,1325,1,2,22.25,Furnished
IN02925,Hyderabad,1091,1,2,15,Unfurnished
IN02926,Bangalore,1468,1,2,15,Semi
IN02927,Hyderabad,840,3,1,15,Furnished
IN02928,Chennai,1249,2,2,15,Semi
IN02929,Bangalore,1103,1,3,20.61,Semi
IN02930,Delhi,1082,4,2,17.45,Semi
IN02931,Kolkata,551,3,2,15,Unfurnished
IN02932,Delhi,1123,1,3,15,Furnished
IN02933,Chennai,810,1,3,15,Unfurnished
IN02934,Kolkata,300,4,3,15,Furnished
IN02935,Bangalore,461,3,2,15,Unfurnished
IN02936,Kolkata,1159,1,1,17.78,Furnished
IN02937,Delhi,300,1,2,15,Unfurnished
IN02938,Mumbai,932,2,1,15,Furnished
IN02939,Mumbai,1375,1,2,15,Semi
IN02940,Bangalore,1170,3,3,15,Unfurnished
IN02941,Delhi,1208,3,1,15,Furnished
IN02942,Chennai,1672,2,3,17.74,Furnished
IN02943,Chennai,1471,2,2,15,Semi
IN02944,Chennai,611,2,1,15,Unfurnished
IN02945,Hyderabad,1267,1,1,18.15,Unfurnished
IN02946,Chennai,1473,4,2,17.16,Semi
IN02947,Hyderabad,312,4,1,15,Furnished
IN02948,Bangalore,999,2,2,15,Semi
IN02949,Mumbai,1588,4,1,22.23,Unfurnished
IN02950,Kolkata,1319,4,3,15,Furnished
IN02951,Mumbai,1494,3,1,15,Furnished
IN02952,Hyderabad,1300,1,1,15,Semi
IN02953,Kolkata,1728,4,2,40.51,Furnished
IN02954,Kolkata,417,3,3,15,Unfurnished
IN02955,Bangalore,1308,3,3,16.25,Unfurnished
IN02956,Kolkata,1005,3,3,15,Unfurnished
IN02957,Hyderabad,458,3,3,15,Semi
IN02958,Bangalore,648,3,2,15,Furnished
IN02959,Mumbai,994,2,2,15,Unfurnished
IN02960,Bangalore,1703,2,3,23.5,Furnished
IN02961,Mumbai,1290,2,2,15.86,Unfurnished
IN02962,Kolkata,2012,2,2,22.48,Semi
IN02963,Delhi,1260,4,2,15,Unfurnished
IN02964,Hyderabad,979,2,2,15.88,Unfurnished
IN02965,Mumbai,1704,3,2,18.53,Unfurnished
IN02966,Mumbai,521,4,2,15,Furnished
IN02967,Delhi,1584,4,1,24.11,Furnished
IN02968,Chennai,1333,1,1,15,Semi
IN02969,Chennai,1074,3,3,15,Unfurnished
IN02970,Chennai,845,1,3,15,Semi
IN02971,Mumbai,1150,3,2,18.99,Semi
IN02972,Kolkata,1229,3,2,15,Semi
IN02973,Hyderabad,1597,2,1,19.93,Furnished
IN02974,Delhi,522,4,3,15,Unfurnished
IN02975,Kolkata,1694,2,2,35.01,Semi
IN02976,Bangalore,1228,2,2,15,Unfurnished
IN02977,Hyderabad,1374,3,1,15,Unfurnished
IN02978,Mumbai,1102,2,3,21.9,Unfurnished
IN02979,Mumbai,1313,3,3,15,Furnished
IN02980,Bangalore,1291,4,1,15,Unfurnished
IN02981,Hyderabad,300,3,2,15,Unfurnished
IN02982,Mumbai,1102,1,3,17.9,Semi
IN02983,Delhi,1668,2,3,15,Semi
IN02984,Hyderabad,1068,3,3,15,Semi
IN02985,Chennai,1535,2,2,23.69,Semi
IN02986,Bangalore,1410,3,3,17.49,Semi
IN02987,Bangalore,1018,2,2,17.53,Semi
IN02988,Hyderabad,880,3,2,15,Furnished
IN02989,Chennai,1242,2,3,17.35,Semi
IN02990,Bangalore,870,1,3,15,Furnished
IN02991,Hyderabad,1205,4,2,17.0,Semi
IN02992,Chennai,786,2,2,15,Unfurnished
IN02993,Chennai,1305,2,1,16.79,Unfurnished
IN02994,Hyderabad,2139,1,2,28.49,Semi
IN02995,Hyderabad,2117,3,3,36.29,Unfurnished
IN02996,Delhi,1586,2,3,15,Unfurnished
IN02997,Delhi,1744,1,3,27.17,Unfurnished
IN02998,Chennai,1468,4,2,19.0,Unfurnished
IN02999,Hyderabad,1203,3,2,15,Furnished
IN03000,Kolkata,1976,1,3,30.87,Unfurnished
IN03001,Chennai,1135,1,2,15.59,Unfurnished
IN03002,Mumbai,1572,4,1,29.0,Furnished
IN03003,Hyderabad,545,2,1,15,Furnished
IN03004,Delhi,1859,2,2,21.4,Furnished
IN03005,Kolkata,1446,2,1,15.95,Semi
IN03006,Delhi,1452,3,1,20.9,Furnished
IN03007,Delhi,1018,2,2,18.52,Unfurnished
IN03008,Delhi,987,2,1,15,Furnished
IN03009,Bangalore,1112,1,2,15,Semi
IN03010,Bangalore,1540,3,1,15,Unfurnished
IN03011,Mumbai,1159,4,2,15,Unfurnished
IN03012,Delhi,1280,3,2,21.0,Furnished
IN03013,Chennai,820,3,2,15,Furnished
IN03014,Chennai,1080,4,1,15,Unfurnished
IN03015,Delhi,1549,3,2,35.62,Semi
IN03016,Hyderabad,1276,3,3,20.87,Furnished
IN03017,Mumbai,1262,1,3,17.55,Unfurnished
IN03018,Hyderabad,1056,4,3,15,Furnished
IN03019,Mumbai,1253,3,2,16.35,Semi
IN03020,Kolkata,576,4,2,15,Unfurnished
IN03021,Bangalore,390,2,2,15,Furnished
IN03022,Mumbai,1666,1,1,18.47,Semi
IN03023,Bangalore,1397,2,1,15,Furnished
IN03024,Delhi,342,2,2,15,Furnished
IN03025,Kolkata,546,2,1,15,Furnished
IN03026,Delhi,1311,3,1,19.68,Unfurnished
IN03027,Chennai,975,1,1,15,Furnished
IN03028,Kolkata,903,2,3,15,Unfurnished
IN03029,Mumbai,753,2,1,15,Furnished
IN03030,Chennai,1139,3,2,17.37,Semi
IN03031,Mumbai,1677,2,2,18.85,Furnished
IN03032,Chennai,868,3,1,15,Semi
